date,visitor,visitor_pts,home,home_pts,link,ot,attendance,notes,start_time
1996-12-16,Phoenix Suns,121,Los Angeles Clippers,122,Box Score,OT,12049,at Anaheim CA,NA
1996-12-16,Washington Bullets,97,Sacramento Kings,89,Box Score,,17317,,NA
1996-12-16,Detroit Pistons,98,Toronto Raptors,92,Box Score,,16546,,NA
1996-12-17,Los Angeles Lakers,123,Chicago Bulls,129,Box Score,OT,23919,,NA
1996-12-17,Atlanta Hawks,109,Dallas Mavericks,73,Box Score,,14805,,NA
1996-12-17,Indiana Pacers,103,Miami Heat,89,Box Score,,14498,,NA
1996-12-17,Toronto Raptors,97,New Jersey Nets,88,Box Score,,10078,,NA
1996-12-17,Utah Jazz,94,New York Knicks,99,Box Score,,19763,,NA
1996-12-17,Charlotte Hornets,93,Philadelphia 76ers,84,Box Score,,12720,,NA
1996-12-17,Golden State Warriors,83,Seattle SuperSonics,123,Box Score,,17072,,NA
1996-12-17,Houston Rockets,92,Vancouver Grizzlies,93,Box Score,,16205,,NA
1996-12-18,New Jersey Nets,81,Cleveland Cavaliers,99,Box Score,,13533,,NA
1996-12-18,Sacramento Kings,79,Denver Nuggets,95,Box Score,,7682,,NA
1996-12-18,New York Knicks,78,Detroit Pistons,112,Box Score,,21454,,NA
1996-12-18,Minnesota Timberwolves,96,Golden State Warriors,123,Box Score,,12818,,NA
1996-12-18,Los Angeles Lakers,111,Milwaukee Bucks,105,Box Score,,16829,,NA
1996-12-18,Indiana Pacers,102,Orlando Magic,95,Box Score,2OT,17248,,NA
1996-12-18,Washington Bullets,107,Phoenix Suns,114,Box Score,,19023,,NA
1996-12-18,Seattle SuperSonics,106,Portland Trail Blazers,102,Box Score,,20072,,NA
1996-12-19,Chicago Bulls,93,Charlotte Hornets,72,Box Score,,24042,,NA
1996-12-19,San Antonio Spurs,115,Houston Rockets,101,Box Score,,16285,,NA
1996-12-19,Washington Bullets,102,Los Angeles Clippers,93,Box Score,,7399,,NA
1996-12-19,Utah Jazz,94,Miami Heat,87,Box Score,OT,14919,,NA
1996-12-19,Minnesota Timberwolves,105,Sacramento Kings,112,Box Score,,17317,,NA
1996-12-19,Milwaukee Bucks,93,Toronto Raptors,96,Box Score,,15321,,NA
1996-12-19,Dallas Mavericks,105,Vancouver Grizzlies,98,Box Score,,15049,,NA
1996-12-20,New Jersey Nets,95,Atlanta Hawks,109,Box Score,,12884,,NA
1996-12-20,Toronto Raptors,82,Cleveland Cavaliers,91,Box Score,,14624,,NA
1996-12-20,Vancouver Grizzlies,93,Denver Nuggets,108,Box Score,,10020,,NA
1996-12-20,Detroit Pistons,84,Indiana Pacers,75,Box Score,,16110,,NA
1996-12-20,Utah Jazz,98,Orlando Magic,93,Box Score,,17248,,NA
1996-12-20,New York Knicks,110,Philadelphia 76ers,103,Box Score,,16919,,NA
1996-12-20,Dallas Mavericks,77,Portland Trail Blazers,107,Box Score,,20123,,NA
1996-12-20,Los Angeles Clippers,86,Seattle SuperSonics,102,Box Score,,17072,,NA
1996-12-21,Atlanta Hawks,93,Charlotte Hornets,98,Box Score,,24042,,NA
1996-12-21,Miami Heat,86,Houston Rockets,66,Box Score,,16285,,NA
1996-12-21,Orlando Magic,85,Milwaukee Bucks,103,Box Score,,14015,,NA
1996-12-21,Los Angeles Lakers,88,Minnesota Timberwolves,103,Box Score,,18127,,NA
1996-12-21,Boston Celtics,100,New Jersey Nets,101,Box Score,,14181,,NA
1996-12-21,Detroit Pistons,92,New York Knicks,95,Box Score,,19763,,NA
1996-12-21,Chicago Bulls,111,Philadelphia 76ers,105,Box Score,,20918,,NA
1996-12-21,Portland Trail Blazers,99,Sacramento Kings,101,Box Score,OT,17317,,NA
1996-12-21,Phoenix Suns,88,San Antonio Spurs,101,Box Score,,16053,,NA
1996-12-22,Charlotte Hornets,102,Boston Celtics,98,Box Score,,15454,,NA
1996-12-22,Utah Jazz,94,Cleveland Cavaliers,100,Box Score,,17205,,NA
1996-12-22,Los Angeles Clippers,91,Golden State Warriors,97,Box Score,,13436,,NA
1996-12-22,Toronto Raptors,92,Indiana Pacers,111,Box Score,,14533,,NA
1996-12-22,Dallas Mavericks,79,Seattle SuperSonics,93,Box Score,,17072,,NA
1996-12-22,Washington Bullets,87,Vancouver Grizzlies,91,Box Score,,15751,,NA
1996-12-23,New Jersey Nets,81,Chicago Bulls,113,Box Score,,23601,,NA
1996-12-23,Milwaukee Bucks,81,Houston Rockets,76,Box Score,,16285,,NA
1996-12-23,Utah Jazz,98,Minnesota Timberwolves,107,Box Score,,14434,,NA
1996-12-23,Atlanta Hawks,76,New York Knicks,82,Box Score,,19763,,NA
1996-12-23,Cleveland Cavaliers,84,Orlando Magic,89,Box Score,,17248,,NA
1996-12-23,Denver Nuggets,112,Phoenix Suns,109,Box Score,OT,19023,,NA
1996-12-23,Washington Bullets,106,Portland Trail Blazers,84,Box Score,,20219,,NA
1996-12-23,Los Angeles Clippers,88,Sacramento Kings,100,Box Score,,17317,,NA
1996-12-23,Miami Heat,90,San Antonio Spurs,79,Box Score,,24702,,NA
1996-12-25,Detroit Pistons,83,Chicago Bulls,95,Box Score,,23744,,NA
1996-12-25,Los Angeles Lakers,108,Phoenix Suns,87,Box Score,,19023,,NA
1996-12-26,Chicago Bulls,103,Atlanta Hawks,108,Box Score,,16378,,NA
1996-12-26,Golden State Warriors,113,Dallas Mavericks,108,Box Score,,13365,,NA
1996-12-26,Philadelphia 76ers,118,Denver Nuggets,89,Box Score,,16026,,NA
1996-12-26,Indiana Pacers,95,Detroit Pistons,89,Box Score,OT,21454,,NA
1996-12-26,Orlando Magic,76,Miami Heat,96,Box Score,,15200,,NA
1996-12-26,Houston Rockets,101,Milwaukee Bucks,90,Box Score,,18717,,NA
1996-12-26,New York Knicks,80,Minnesota Timberwolves,88,Box Score,,17293,,NA
1996-12-26,Vancouver Grizzlies,88,Sacramento Kings,111,Box Score,,17317,,NA
1996-12-26,San Antonio Spurs,86,Seattle SuperSonics,94,Box Score,,17072,,NA
1996-12-26,New Jersey Nets,96,Toronto Raptors,98,Box Score,,16630,at Hamilton Canada,NA
1996-12-26,Portland Trail Blazers,94,Utah Jazz,99,Box Score,,19911,,NA
1996-12-27,Miami Heat,101,Charlotte Hornets,86,Box Score,,24042,,NA
1996-12-27,Milwaukee Bucks,86,Cleveland Cavaliers,94,Box Score,,19164,,NA
1996-12-27,Portland Trail Blazers,102,Los Angeles Clippers,98,Box Score,,6713,,NA
1996-12-27,Boston Celtics,102,Los Angeles Lakers,109,Box Score,,17505,,NA
1996-12-27,Indiana Pacers,94,New Jersey Nets,105,Box Score,,15152,,NA
1996-12-27,Toronto Raptors,82,Washington Bullets,100,Box Score,,18756,,NA
1996-12-28,Cleveland Cavaliers,97,Chicago Bulls,102,Box Score,,23792,,NA
1996-12-28,Seattle SuperSonics,90,Dallas Mavericks,95,Box Score,,18042,,NA
1996-12-28,Charlotte Hornets,75,Detroit Pistons,97,Box Score,,21454,,NA
1996-12-28,Golden State Warriors,95,Houston Rockets,104,Box Score,,16285,,NA
1996-12-28,Denver Nuggets,96,Minnesota Timberwolves,103,Box Score,OT,18814,,NA
1996-12-28,Orlando Magic,85,New York Knicks,96,Box Score,,19763,,NA
1996-12-28,Boston Celtics,96,Sacramento Kings,126,Box Score,,17317,,NA
1996-12-28,Philadelphia 76ers,84,Utah Jazz,110,Box Score,,19911,,NA
1996-12-28,Phoenix Suns,103,Vancouver Grizzlies,98,Box Score,,16757,,NA
1996-12-28,Atlanta Hawks,86,Washington Bullets,97,Box Score,,11797,at Baltimore MD,NA
1996-12-29,New Jersey Nets,110,Indiana Pacers,102,Box Score,OT,15148,,NA
1996-12-29,Philadelphia 76ers,102,Los Angeles Lakers,115,Box Score,,17505,,NA
1996-12-29,Miami Heat,95,Milwaukee Bucks,94,Box Score,,16235,,NA
1996-12-29,San Antonio Spurs,86,Portland Trail Blazers,110,Box Score,,20049,,NA
1996-12-30,Indiana Pacers,79,Chicago Bulls,81,Box Score,,23692,,NA
1996-12-30,Minnesota Timberwolves,96,Cleveland Cavaliers,108,Box Score,,16587,,NA
1996-12-30,Boston Celtics,104,Denver Nuggets,102,Box Score,,15330,,NA
1996-12-30,Orlando Magic,85,Detroit Pistons,97,Box Score,,21454,,NA
1996-12-30,Seattle SuperSonics,91,Houston Rockets,99,Box Score,,16285,,NA
1996-12-30,Utah Jazz,101,Los Angeles Clippers,115,Box Score,,7865,,NA
1996-12-30,New Jersey Nets,86,New York Knicks,98,Box Score,,19763,,NA
1996-12-30,Sacramento Kings,88,Phoenix Suns,100,Box Score,,19023,,NA
1996-12-30,San Antonio Spurs,95,Vancouver Grizzlies,88,Box Score,,15749,,NA
1996-12-30,Charlotte Hornets,101,Washington Bullets,92,Box Score,,17313,,NA
1997-01-02,Dallas Mavericks,97,Charlotte Hornets,107,Box Score,,24042,,NA
1997-01-02,Phoenix Suns,94,Cleveland Cavaliers,103,Box Score,,15272,,NA
1997-01-02,Boston Celtics,87,Detroit Pistons,99,Box Score,,18208,,NA
1997-01-02,Portland Trail Blazers,112,Houston Rockets,96,Box Score,,16285,,NA
1997-01-02,New Jersey Nets,91,Miami Heat,101,Box Score,,15200,,NA
1997-01-02,Toronto Raptors,94,Orlando Magic,96,Box Score,OT,17248,,NA
1997-01-02,Los Angeles Lakers,90,Sacramento Kings,83,Box Score,,17317,,NA
1997-01-02,Utah Jazz,80,San Antonio Spurs,83,Box Score,,15220,,NA
1997-01-02,Philadelphia 76ers,82,Seattle SuperSonics,96,Box Score,,17072,,NA
1997-01-02,New York Knicks,92,Washington Bullets,80,Box Score,,18756,,NA
1997-01-03,Minnesota Timberwolves,94,Boston Celtics,84,Box Score,,16054,,NA
1997-01-03,Orlando Magic,89,Chicago Bulls,110,Box Score,,23904,,NA
1997-01-03,San Antonio Spurs,93,Denver Nuggets,91,Box Score,,10504,,NA
1997-01-03,Philadelphia 76ers,114,Golden State Warriors,122,Box Score,OT,17715,,NA
1997-01-03,Phoenix Suns,104,Indiana Pacers,117,Box Score,,16590,,NA
1997-01-03,Sacramento Kings,93,Los Angeles Lakers,100,Box Score,,17505,,NA
1997-01-03,Atlanta Hawks,95,New Jersey Nets,85,Box Score,,14310,,NA
1997-01-03,Seattle SuperSonics,108,Vancouver Grizzlies,94,Box Score,,19193,,NA
1997-01-04,New York Knicks,71,Atlanta Hawks,88,Box Score,,16378,,NA
1997-01-04,Washington Bullets,104,Charlotte Hornets,93,Box Score,,24042,,NA
1997-01-04,Indiana Pacers,91,Cleveland Cavaliers,99,Box Score,,17852,,NA
1997-01-04,Portland Trail Blazers,110,Dallas Mavericks,104,Box Score,,15148,,NA
1997-01-04,Toronto Raptors,74,Detroit Pistons,118,Box Score,,21454,,NA
1997-01-04,Los Angeles Clippers,95,Houston Rockets,91,Box Score,,16285,,NA
1997-01-04,Minnesota Timberwolves,97,Milwaukee Bucks,91,Box Score,,17218,,NA
1997-01-04,Miami Heat,80,Utah Jazz,83,Box Score,,19911,,NA
1997-01-05,Phoenix Suns,102,Boston Celtics,109,Box Score,,15452,,NA
1997-01-05,Milwaukee Bucks,92,New York Knicks,97,Box Score,,19763,,NA
1997-01-05,Philadelphia 76ers,106,Sacramento Kings,107,Box Score,,17317,,NA
1997-01-05,Los Angeles Clippers,93,San Antonio Spurs,84,Box Score,,12891,,NA
1997-01-05,Los Angeles Lakers,95,Vancouver Grizzlies,82,Box Score,,19193,,NA
1997-01-06,Utah Jazz,89,Chicago Bulls,102,Box Score,,23882,,NA
1997-01-06,Charlotte Hornets,109,Golden State Warriors,101,Box Score,,12314,,NA
1997-01-06,Los Angeles Lakers,84,Portland Trail Blazers,88,Box Score,,21538,,NA
1997-01-07,Phoenix Suns,103,Atlanta Hawks,105,Box Score,OT,8317,,NA
1997-01-07,Milwaukee Bucks,86,Detroit Pistons,76,Box Score,,17224,,NA
1997-01-07,Cleveland Cavaliers,90,Indiana Pacers,95,Box Score,,14723,,NA
1997-01-07,Houston Rockets,104,Minnesota Timberwolves,95,Box Score,,18658,,NA
1997-01-07,San Antonio Spurs,74,New Jersey Nets,90,Box Score,,13860,,NA
1997-01-07,Dallas Mavericks,72,New York Knicks,102,Box Score,,19763,,NA
1997-01-07,Philadelphia 76ers,88,Orlando Magic,109,Box Score,,17248,,NA
1997-01-07,Denver Nuggets,109,Sacramento Kings,96,Box Score,,17317,,NA
1997-01-07,Miami Heat,85,Seattle SuperSonics,94,Box Score,,17072,,NA
1997-01-07,Los Angeles Clippers,87,Toronto Raptors,80,Box Score,,15249,,NA
1997-01-08,San Antonio Spurs,83,Boston Celtics,107,Box Score,,14490,,NA
1997-01-08,Houston Rockets,81,Cleveland Cavaliers,78,Box Score,,20562,,NA
1997-01-08,Seattle SuperSonics,109,Denver Nuggets,99,Box Score,,9307,,NA
1997-01-08,Vancouver Grizzlies,109,Golden State Warriors,95,Box Score,,12819,,NA
1997-01-08,Charlotte Hornets,97,Los Angeles Lakers,101,Box Score,,16980,,NA
1997-01-08,Utah Jazz,112,Milwaukee Bucks,119,Box Score,OT,13682,,NA
1997-01-08,Dallas Mavericks,111,Philadelphia 76ers,93,Box Score,,10756,,NA
1997-01-08,Miami Heat,85,Portland Trail Blazers,81,Box Score,,20047,,NA
1997-01-08,Phoenix Suns,113,Washington Bullets,115,Box Score,OT,14911,,NA
1997-01-09,Minnesota Timberwolves,110,New Jersey Nets,107,Box Score,,14025,,NA
1997-01-09,Atlanta Hawks,97,Orlando Magic,92,Box Score,OT,17248,,NA
1997-01-09,Utah Jazz,96,Toronto Raptors,110,Box Score,,16517,,NA
1997-01-09,Golden State Warriors,102,Vancouver Grizzlies,86,Box Score,,15454,,NA
1997-01-10,New York Knicks,111,Boston Celtics,98,Box Score,,18019,,NA
1997-01-10,Indiana Pacers,108,Denver Nuggets,89,Box Score,,12310,,NA
1997-01-10,San Antonio Spurs,78,Detroit Pistons,84,Box Score,,19733,,NA
1997-01-10,Miami Heat,85,Los Angeles Lakers,94,Box Score,,17505,,NA
1997-01-10,Chicago Bulls,116,Milwaukee Bucks,101,Box Score,,18717,,NA
1997-01-10,Houston Rockets,120,Philadelphia 76ers,99,Box Score,,20454,,NA
1997-01-10,Charlotte Hornets,90,Phoenix Suns,102,Box Score,,19023,,NA
1997-01-10,Los Angeles Clippers,98,Washington Bullets,102,Box Score,,14040,,NA
1997-01-11,San Antonio Spurs,82,Atlanta Hawks,87,Box Score,OT,15877,,NA
1997-01-11,Houston Rockets,86,Chicago Bulls,110,Box Score,,24196,,NA
1997-01-11,Washington Bullets,98,Cleveland Cavaliers,85,Box Score,,19103,,NA
1997-01-11,Denver Nuggets,99,Dallas Mavericks,104,Box Score,,15174,,NA
1997-01-11,Utah Jazz,77,Detroit Pistons,87,Box Score,,21454,,NA
1997-01-11,Los Angeles Clippers,93,Minnesota Timberwolves,95,Box Score,,16093,,NA
1997-01-11,Toronto Raptors,123,New Jersey Nets,106,Box Score,,15527,,NA
1997-01-11,Boston Celtics,99,New York Knicks,112,Box Score,,19763,,NA
1997-01-11,Indiana Pacers,82,Seattle SuperSonics,92,Box Score,,17072,,NA
1997-01-11,Sacramento Kings,109,Vancouver Grizzlies,101,Box Score,,16092,,NA
1997-01-12,Golden State Warriors,93,Milwaukee Bucks,111,Box Score,,13289,,NA
1997-01-12,Charlotte Hornets,97,Sacramento Kings,93,Box Score,,17317,,NA
1997-01-12,Orlando Magic,88,Toronto Raptors,85,Box Score,,21416,,NA
1997-01-13,Atlanta Hawks,93,Cleveland Cavaliers,79,Box Score,,14565,,NA
1997-01-13,Phoenix Suns,105,Dallas Mavericks,98,Box Score,,12905,,NA
1997-01-13,Charlotte Hornets,102,Denver Nuggets,100,Box Score,OT,7573,,NA
1997-01-13,Washington Bullets,95,Miami Heat,98,Box Score,,14921,,NA
1997-01-13,Orlando Magic,114,New Jersey Nets,111,Box Score,,13989,,NA
1997-01-13,Utah Jazz,97,Philadelphia 76ers,96,Box Score,OT,13438,,NA
1997-01-14,Minnesota Timberwolves,93,Atlanta Hawks,95,Box Score,,14032,,NA
1997-01-14,Golden State Warriors,108,Boston Celtics,116,Box Score,,14235,,NA
1997-01-14,Washington Bullets,107,Chicago Bulls,108,Box Score,,23891,,NA
1997-01-14,New York Knicks,86,Houston Rockets,106,Box Score,,16285,,NA
1997-01-14,Vancouver Grizzlies,81,Los Angeles Lakers,91,Box Score,,15606,,NA
1997-01-14,Denver Nuggets,101,Phoenix Suns,110,Box Score,,19023,,NA
1997-01-14,Detroit Pistons,86,Portland Trail Blazers,95,Box Score,,20064,,NA
1997-01-14,Indiana Pacers,98,Sacramento Kings,105,Box Score,OT,17317,,NA
1997-01-15,New Jersey Nets,104,Charlotte Hornets,116,Box Score,,24042,,NA
1997-01-15,Orlando Magic,78,Dallas Mavericks,66,Box Score,,13585,,NA
1997-01-15,Indiana Pacers,108,Los Angeles Clippers,93,Box Score,,7233,,NA
1997-01-15,Chicago Bulls,112,Minnesota Timberwolves,102,Box Score,,20113,,NA
1997-01-15,Golden State Warriors,128,Philadelphia 76ers,111,Box Score,,10932,,NA
1997-01-15,New York Knicks,94,San Antonio Spurs,77,Box Score,,14541,,NA
1997-01-15,Toronto Raptors,78,Seattle SuperSonics,122,Box Score,,17072,,NA
1997-01-15,Detroit Pistons,103,Vancouver Grizzlies,79,Box Score,,16059,,NA
1997-01-16,Orlando Magic,67,Atlanta Hawks,78,Box Score,,16378,,NA
1997-01-16,Miami Heat,102,Boston Celtics,94,Box Score,,15039,,NA
1997-01-16,Cleveland Cavaliers,87,Denver Nuggets,88,Box Score,OT,8072,,NA
1997-01-16,Sacramento Kings,80,Houston Rockets,89,Box Score,,16285,,NA
1997-01-16,Portland Trail Blazers,102,Los Angeles Lakers,98,Box Score,,16432,,NA
1997-01-16,Phoenix Suns,91,Utah Jazz,95,Box Score,,19911,,NA
1997-01-17,Milwaukee Bucks,73,Chicago Bulls,100,Box Score,,23898,,NA
1997-01-17,Houston Rockets,88,Dallas Mavericks,78,Box Score,,18042,,NA
1997-01-17,Golden State Warriors,98,Indiana Pacers,91,Box Score,,15436,,NA
1997-01-17,New Jersey Nets,105,Philadelphia 76ers,103,Box Score,OT,15583,,NA
1997-01-17,Toronto Raptors,94,Portland Trail Blazers,92,Box Score,,20212,,NA
1997-01-17,Sacramento Kings,76,San Antonio Spurs,96,Box Score,,13938,,NA
1997-01-17,Cleveland Cavaliers,84,Seattle SuperSonics,96,Box Score,,17072,,NA
1997-01-17,Utah Jazz,106,Vancouver Grizzlies,68,Box Score,,15173,,NA
1997-01-17,Miami Heat,103,Washington Bullets,92,Box Score,,12756,at Baltimore MD,NA
1997-01-18,Milwaukee Bucks,71,Atlanta Hawks,94,Box Score,,16378,,NA
1997-01-18,Washington Bullets,112,Boston Celtics,106,Box Score,,16752,,NA
1997-01-18,Dallas Mavericks,107,Denver Nuggets,104,Box Score,,9618,,NA
1997-01-18,Detroit Pistons,100,Los Angeles Lakers,97,Box Score,2OT,17505,,NA
1997-01-18,Golden State Warriors,93,Minnesota Timberwolves,108,Box Score,,17891,,NA
1997-01-18,Charlotte Hornets,102,New Jersey Nets,92,Box Score,,15119,,NA
1997-01-18,New York Knicks,98,Phoenix Suns,105,Box Score,,19023,,NA
1997-01-19,Chicago Bulls,86,Houston Rockets,102,Box Score,,16285,,NA
1997-01-19,Philadelphia 76ers,107,Indiana Pacers,111,Box Score,,16378,,NA
1997-01-19,Cleveland Cavaliers,107,Los Angeles Clippers,102,Box Score,2OT,7118,,NA
1997-01-19,Orlando Magic,99,Miami Heat,87,Box Score,,15200,,NA
1997-01-19,Utah Jazz,96,Portland Trail Blazers,102,Box Score,,21166,,NA
1997-01-19,Toronto Raptors,92,Vancouver Grizzlies,100,Box Score,,17474,,NA
1997-01-20,Charlotte Hornets,97,Atlanta Hawks,106,Box Score,,16378,,NA
1997-01-20,New Jersey Nets,123,Denver Nuggets,132,Box Score,,10220,,NA
1997-01-20,Dallas Mavericks,99,Los Angeles Lakers,109,Box Score,,16959,,NA
1997-01-20,San Antonio Spurs,83,Minnesota Timberwolves,96,Box Score,,17113,,NA
1997-01-20,Washington Bullets,79,New York Knicks,95,Box Score,,19763,,NA
1997-01-20,Milwaukee Bucks,114,Philadelphia 76ers,104,Box Score,,13223,,NA
1997-01-20,Detroit Pistons,86,Phoenix Suns,89,Box Score,,19023,,NA
1997-01-20,Vancouver Grizzlies,96,Seattle SuperSonics,112,Box Score,,17072,,NA
1997-01-20,Cleveland Cavaliers,74,Utah Jazz,94,Box Score,,19911,,NA
1997-01-21,Houston Rockets,108,Charlotte Hornets,114,Box Score,,24042,,NA
1997-01-21,New York Knicks,87,Chicago Bulls,88,Box Score,,23902,,NA
1997-01-21,Dallas Mavericks,93,Golden State Warriors,105,Box Score,,13777,,NA
1997-01-21,Atlanta Hawks,91,Miami Heat,94,Box Score,,14853,,NA
1997-01-21,Indiana Pacers,92,Milwaukee Bucks,89,Box Score,,14278,,NA
1997-01-21,Washington Bullets,88,Orlando Magic,93,Box Score,,17248,,NA
1997-01-21,Los Angeles Clippers,82,Portland Trail Blazers,100,Box Score,,20138,,NA
1997-01-21,Minnesota Timberwolves,106,Toronto Raptors,118,Box Score,,15859,,NA
1997-01-22,Philadelphia 76ers,127,Boston Celtics,125,Box Score,OT,15657,,NA
1997-01-22,Vancouver Grizzlies,84,Denver Nuggets,94,Box Score,,8422,,NA
1997-01-22,Utah Jazz,111,Phoenix Suns,99,Box Score,,19023,,NA
1997-01-22,Detroit Pistons,92,Sacramento Kings,97,Box Score,,17317,,NA
1997-01-22,New Jersey Nets,103,San Antonio Spurs,95,Box Score,,12802,,NA
1997-01-22,Portland Trail Blazers,97,Seattle SuperSonics,98,Box Score,,17072,,NA
1997-01-23,Chicago Bulls,87,Cleveland Cavaliers,71,Box Score,,20562,,NA
1997-01-23,Detroit Pistons,94,Golden State Warriors,79,Box Score,,16187,,NA
1997-01-23,New Jersey Nets,104,Houston Rockets,111,Box Score,,16285,,NA
1997-01-23,New York Knicks,92,Indiana Pacers,90,Box Score,,16405,,NA
1997-01-23,Seattle SuperSonics,100,Los Angeles Clippers,102,Box Score,,16227,at Anaheim CA,NA
1997-01-23,Milwaukee Bucks,92,Orlando Magic,96,Box Score,,17248,,NA
1997-01-23,Miami Heat,99,Toronto Raptors,87,Box Score,,15817,,NA
1997-01-23,Minnesota Timberwolves,95,Vancouver Grizzlies,76,Box Score,,15282,,NA
1997-01-24,Washington Bullets,105,Atlanta Hawks,117,Box Score,OT,15325,,NA
1997-01-24,Orlando Magic,121,Boston Celtics,117,Box Score,OT,17530,,NA
1997-01-24,New York Knicks,104,Charlotte Hornets,113,Box Score,OT,24042,,NA
1997-01-24,Denver Nuggets,111,Los Angeles Clippers,114,Box Score,,6074,,NA
1997-01-24,Golden State Warriors,97,Los Angeles Lakers,114,Box Score,,17505,,NA
1997-01-24,Sacramento Kings,107,Philadelphia 76ers,92,Box Score,,13428,,NA
1997-01-24,Portland Trail Blazers,115,Phoenix Suns,105,Box Score,,19023,,NA
1997-01-24,Dallas Mavericks,87,San Antonio Spurs,97,Box Score,,13695,,NA
1997-01-25,Boston Celtics,90,Atlanta Hawks,95,Box Score,,16378,,NA
1997-01-25,Toronto Raptors,98,Chicago Bulls,110,Box Score,,23913,,NA
1997-01-25,Charlotte Hornets,73,Cleveland Cavaliers,106,Box Score,,18547,,NA
1997-01-25,New Jersey Nets,81,Dallas Mavericks,92,Box Score,,16885,,NA
1997-01-25,Philadelphia 76ers,95,Detroit Pistons,104,Box Score,,21454,,NA
1997-01-25,Utah Jazz,105,Houston Rockets,100,Box Score,OT,16285,,NA
1997-01-25,Milwaukee Bucks,88,Indiana Pacers,86,Box Score,,16554,,NA
1997-01-25,Minnesota Timberwolves,94,Portland Trail Blazers,101,Box Score,,21314,,NA
1997-01-25,Denver Nuggets,83,Vancouver Grizzlies,82,Box Score,,17102,,NA
1997-01-25,Sacramento Kings,105,Washington Bullets,113,Box Score,,18756,,NA
1997-01-26,San Antonio Spurs,76,Milwaukee Bucks,94,Box Score,,13179,,NA
1997-01-26,Miami Heat,89,New York Knicks,95,Box Score,,19763,,NA
1997-01-26,Los Angeles Lakers,104,Seattle SuperSonics,103,Box Score,,17072,,NA
1997-01-27,Vancouver Grizzlies,97,Golden State Warriors,122,Box Score,,12839,,NA
1997-01-27,Phoenix Suns,97,Miami Heat,125,Box Score,,14809,,NA
1997-01-28,Los Angeles Lakers,102,Dallas Mavericks,83,Box Score,,18042,,NA
1997-01-28,Charlotte Hornets,98,Indiana Pacers,97,Box Score,,14484,,NA
1997-01-28,Atlanta Hawks,112,Los Angeles Clippers,96,Box Score,,5327,,NA
1997-01-28,Detroit Pistons,93,Milwaukee Bucks,84,Box Score,,14487,,NA
1997-01-28,Sacramento Kings,91,Minnesota Timberwolves,88,Box Score,,14119,,NA
1997-01-28,Cleveland Cavaliers,84,New Jersey Nets,62,Box Score,,11283,,NA
1997-01-28,Boston Celtics,107,New York Knicks,109,Box Score,,19763,,NA
1997-01-28,Portland Trail Blazers,84,Toronto Raptors,120,Box Score,,15327,,NA
1997-01-28,Denver Nuggets,99,Utah Jazz,114,Box Score,,19911,,NA
1997-01-28,Chicago Bulls,111,Vancouver Grizzlies,96,Box Score,,19193,,NA
1997-01-28,Orlando Magic,82,Washington Bullets,102,Box Score,,18756,,NA
