date,start_time,visitor,visitor_pts,home,home_pts,link,ot,attendance,notes
2000-12-09,10:00 pm,Philadelphia 76ers,83,Vancouver Grizzlies,79,Box Score,,15671,
2000-12-10,6:00 pm,Denver Nuggets,102,Boston Celtics,104,Box Score,OT,11812,
2000-12-10,9:30 pm,Detroit Pistons,88,Los Angeles Lakers,112,Box Score,,18997,
2000-12-10,7:30 pm,Dallas Mavericks,99,New Jersey Nets,73,Box Score,,10654,
2000-12-10,9:00 pm,Miami Heat,97,Sacramento Kings,101,Box Score,,17317,
2000-12-10,3:30 pm,Phoenix Suns,95,Toronto Raptors,87,Box Score,,19800,
2000-12-11,8:30 pm,Phoenix Suns,86,Chicago Bulls,80,Box Score,,20962,
2000-12-11,10:30 pm,Orlando Magic,80,Los Angeles Clippers,92,Box Score,,9135,
2000-12-11,7:00 pm,Minnesota Timberwolves,96,Philadelphia 76ers,91,Box Score,OT,18707,
2000-12-11,9:00 pm,San Antonio Spurs,91,Utah Jazz,83,Box Score,,19911,
2000-12-11,10:00 pm,Houston Rockets,82,Vancouver Grizzlies,75,Box Score,,12145,
2000-12-12,8:00 pm,Sacramento Kings,99,Atlanta Hawks,107,Box Score,,18113,
2000-12-12,7:30 pm,Dallas Mavericks,87,Cleveland Cavaliers,92,Box Score,,12577,
2000-12-12,9:00 pm,Miami Heat,96,Denver Nuggets,85,Box Score,,12894,
2000-12-12,10:30 pm,Portland Trail Blazers,101,Golden State Warriors,93,Box Score,,13461,
2000-12-12,10:30 pm,Milwaukee Bucks,109,Los Angeles Lakers,105,Box Score,,18997,
2000-12-12,7:30 pm,Minnesota Timberwolves,94,New Jersey Nets,116,Box Score,,11649,
2000-12-12,10:00 pm,Orlando Magic,92,Seattle SuperSonics,97,Box Score,,17072,
2000-12-12,7:00 pm,Indiana Pacers,90,Toronto Raptors,104,Box Score,,18221,
2000-12-13,7:00 pm,Chicago Bulls,104,Boston Celtics,86,Box Score,,13529,
2000-12-13,7:30 pm,Sacramento Kings,90,Charlotte Hornets,101,Box Score,,12806,
2000-12-13,7:30 pm,Atlanta Hawks,69,Detroit Pistons,92,Box Score,,11252,
2000-12-13,7:00 pm,Dallas Mavericks,92,Indiana Pacers,97,Box Score,,16740,
2000-12-13,10:30 pm,Miami Heat,94,Los Angeles Clippers,88,Box Score,OT,16468,
2000-12-13,8:00 pm,San Antonio Spurs,93,Phoenix Suns,103,Box Score,,17333,
2000-12-13,10:30 pm,Los Angeles Lakers,86,Portland Trail Blazers,96,Box Score,,20491,
2000-12-13,9:00 pm,Milwaukee Bucks,111,Utah Jazz,102,Box Score,,18450,
2000-12-13,10:00 pm,Seattle SuperSonics,94,Vancouver Grizzlies,93,Box Score,,15102,
2000-12-13,7:00 pm,Philadelphia 76ers,102,Washington Wizards,82,Box Score,,14923,
2000-12-14,10:30 pm,Houston Rockets,98,Golden State Warriors,95,Box Score,,10417,
2000-12-14,8:30 pm,Denver Nuggets,102,San Antonio Spurs,96,Box Score,,15248,
2000-12-14,8:00 pm,New York Knicks,68,Toronto Raptors,70,Box Score,,19800,
2000-12-15,7:30 pm,Sacramento Kings,104,Boston Celtics,81,Box Score,,15486,
2000-12-15,8:30 pm,Atlanta Hawks,85,Chicago Bulls,74,Box Score,,20455,
2000-12-15,8:00 pm,Minnesota Timberwolves,99,Detroit Pistons,90,Box Score,,13744,
2000-12-15,7:00 pm,Cleveland Cavaliers,103,Indiana Pacers,95,Box Score,,16966,
2000-12-15,10:30 pm,Vancouver Grizzlies,76,Los Angeles Lakers,98,Box Score,,18211,
2000-12-15,8:30 pm,Toronto Raptors,97,Milwaukee Bucks,104,Box Score,,16432,
2000-12-15,7:30 pm,Utah Jazz,89,New York Knicks,58,Box Score,,19763,
2000-12-15,7:00 pm,Dallas Mavericks,112,Philadelphia 76ers,94,Box Score,,18563,
2000-12-15,9:00 pm,Los Angeles Clippers,98,Phoenix Suns,88,Box Score,,16689,
2000-12-15,10:00 pm,Orlando Magic,96,Portland Trail Blazers,106,Box Score,,20209,
2000-12-15,10:00 pm,Miami Heat,81,Seattle SuperSonics,99,Box Score,,17072,
2000-12-15,7:00 pm,Charlotte Hornets,103,Washington Wizards,89,Box Score,,13908,
2000-12-16,7:30 pm,New Jersey Nets,89,Atlanta Hawks,83,Box Score,,11225,
2000-12-16,7:30 pm,Boston Celtics,87,Charlotte Hornets,99,Box Score,,13040,
2000-12-16,8:30 pm,Philadelphia 76ers,99,Chicago Bulls,91,Box Score,,22110,
2000-12-16,7:30 pm,Utah Jazz,92,Cleveland Cavaliers,99,Box Score,,18571,
2000-12-16,10:30 pm,Miami Heat,93,Golden State Warriors,85,Box Score,,16411,
2000-12-16,8:30 pm,Denver Nuggets,102,Houston Rockets,100,Box Score,,11907,
2000-12-16,8:00 pm,Indiana Pacers,110,Minnesota Timberwolves,113,Box Score,OT,17249,
2000-12-16,8:30 pm,Phoenix Suns,82,San Antonio Spurs,90,Box Score,,30555,
2000-12-17,7:00 pm,Dallas Mavericks,99,Detroit Pistons,90,Box Score,,11389,
2000-12-17,9:00 pm,Washington Wizards,103,Los Angeles Clippers,94,Box Score,,12862,
2000-12-17,7:30 pm,Sacramento Kings,95,New Jersey Nets,79,Box Score,,13011,
2000-12-17,6:00 pm,Milwaukee Bucks,97,New York Knicks,100,Box Score,OT,19763,
2000-12-17,1:00 pm,Los Angeles Lakers,104,Toronto Raptors,101,Box Score,OT,19800,
2000-12-17,3:30 pm,Orlando Magic,101,Vancouver Grizzlies,91,Box Score,,13729,
2000-12-18,7:00 pm,Dallas Mavericks,106,Boston Celtics,98,Box Score,,11327,
2000-12-19,7:30 pm,New York Knicks,77,Atlanta Hawks,87,Box Score,,13621,
2000-12-19,8:30 pm,Indiana Pacers,90,Chicago Bulls,85,Box Score,,21454,
2000-12-19,10:30 pm,Minnesota Timberwolves,99,Golden State Warriors,120,Box Score,,13367,
2000-12-19,8:30 pm,San Antonio Spurs,86,Houston Rockets,79,Box Score,,12937,
2000-12-19,8:00 pm,Los Angeles Lakers,81,Miami Heat,79,Box Score,,19600,
2000-12-19,9:00 pm,Detroit Pistons,89,Phoenix Suns,84,Box Score,,16951,
2000-12-19,10:30 pm,Washington Wizards,72,Sacramento Kings,106,Box Score,,17317,
2000-12-19,7:00 pm,Utah Jazz,95,Toronto Raptors,103,Box Score,,18896,
2000-12-20,7:00 pm,New Jersey Nets,86,Boston Celtics,99,Box Score,,12319,
2000-12-20,7:30 pm,Miami Heat,56,Charlotte Hornets,65,Box Score,,13176,
2000-12-20,8:00 pm,Portland Trail Blazers,101,Dallas Mavericks,106,Box Score,,17750,
2000-12-20,9:00 pm,Detroit Pistons,106,Denver Nuggets,108,Box Score,,16100,
2000-12-20,7:00 pm,Toronto Raptors,99,Indiana Pacers,98,Box Score,OT,18345,
2000-12-20,10:30 pm,Minnesota Timberwolves,96,Los Angeles Clippers,103,Box Score,,15636,
2000-12-20,8:00 pm,Utah Jazz,91,Philadelphia 76ers,89,Box Score,,19428,
2000-12-20,8:30 pm,Cleveland Cavaliers,77,San Antonio Spurs,94,Box Score,,17336,
2000-12-20,10:00 pm,Sacramento Kings,85,Seattle SuperSonics,89,Box Score,,17072,
2000-12-20,10:00 pm,Washington Wizards,104,Vancouver Grizzlies,118,Box Score,,11510,
2000-12-21,8:30 pm,Los Angeles Lakers,99,Houston Rockets,94,Box Score,,16285,
2000-12-21,8:00 pm,New Jersey Nets,78,Milwaukee Bucks,80,Box Score,,13439,
2000-12-21,8:00 pm,Boston Celtics,92,New York Knicks,86,Box Score,,19763,
2000-12-21,7:30 pm,Chicago Bulls,88,Orlando Magic,99,Box Score,,14035,
2000-12-22,8:00 pm,Los Angeles Lakers,108,Dallas Mavericks,103,Box Score,,18201,
2000-12-22,9:00 pm,Portland Trail Blazers,96,Denver Nuggets,116,Box Score,,16622,
2000-12-22,7:00 pm,Utah Jazz,109,Indiana Pacers,101,Box Score,,18345,
2000-12-22,7:30 pm,Cleveland Cavaliers,95,Miami Heat,103,Box Score,,15854,
2000-12-22,8:00 pm,Charlotte Hornets,83,Minnesota Timberwolves,74,Box Score,,16327,
2000-12-22,7:00 pm,New York Knicks,91,Philadelphia 76ers,71,Box Score,,20670,
2000-12-22,8:30 pm,Golden State Warriors,87,San Antonio Spurs,105,Box Score,,16481,
2000-12-22,10:00 pm,Washington Wizards,87,Seattle SuperSonics,107,Box Score,,12705,
2000-12-22,7:00 pm,Atlanta Hawks,78,Toronto Raptors,72,Box Score,,18962,
2000-12-22,10:00 pm,Sacramento Kings,95,Vancouver Grizzlies,93,Box Score,,14656,
2000-12-23,7:30 pm,Indiana Pacers,87,Atlanta Hawks,91,Box Score,,15249,
2000-12-23,7:30 pm,San Antonio Spurs,84,Charlotte Hornets,88,Box Score,OT,15079,
2000-12-23,7:30 pm,Chicago Bulls,93,Detroit Pistons,106,Box Score,,13896,
2000-12-23,8:30 pm,Golden State Warriors,95,Houston Rockets,87,Box Score,,12534,
2000-12-23,10:30 pm,Vancouver Grizzlies,90,Los Angeles Clippers,92,Box Score,,12001,
2000-12-23,8:30 pm,Boston Celtics,99,Milwaukee Bucks,104,Box Score,,14786,
2000-12-23,8:00 pm,Utah Jazz,98,Minnesota Timberwolves,92,Box Score,,16789,
2000-12-23,7:30 pm,Miami Heat,86,New Jersey Nets,80,Box Score,,13542,
2000-12-23,7:30 pm,Cleveland Cavaliers,92,Orlando Magic,111,Box Score,,14160,
2000-12-23,9:00 pm,Denver Nuggets,93,Phoenix Suns,102,Box Score,,18626,
2000-12-23,10:00 pm,Washington Wizards,70,Portland Trail Blazers,87,Box Score,,20136,
2000-12-23,10:30 pm,Seattle SuperSonics,92,Sacramento Kings,97,Box Score,,17317,
2000-12-25,3:00 pm,Orlando Magic,93,Indiana Pacers,103,Box Score,,18345,
2000-12-25,5:30 pm,Portland Trail Blazers,109,Los Angeles Lakers,104,Box Score,,18997,
2000-12-26,7:00 pm,Cleveland Cavaliers,110,Charlotte Hornets,115,Box Score,OT,14442,
2000-12-26,8:00 pm,Seattle SuperSonics,93,Dallas Mavericks,114,Box Score,,13755,
2000-12-26,9:00 pm,Los Angeles Clippers,108,Denver Nuggets,109,Box Score,,14226,
2000-12-26,7:30 pm,Boston Celtics,96,Detroit Pistons,101,Box Score,,14568,
2000-12-26,8:00 pm,Orlando Magic,77,Milwaukee Bucks,89,Box Score,,16089,
2000-12-26,8:00 pm,Toronto Raptors,97,Minnesota Timberwolves,100,Box Score,,16828,
2000-12-26,7:30 pm,Atlanta Hawks,81,New Jersey Nets,76,Box Score,,11709,
2000-12-26,8:00 pm,Houston Rockets,95,San Antonio Spurs,103,Box Score,,21343,
2000-12-26,9:00 pm,Philadelphia 76ers,97,Utah Jazz,91,Box Score,,19911,
2000-12-26,10:30 pm,Phoenix Suns,97,Vancouver Grizzlies,95,Box Score,,16110,
2000-12-27,10:30 pm,Philadelphia 76ers,118,Golden State Warriors,110,Box Score,,18726,
2000-12-27,8:30 pm,Seattle SuperSonics,107,Houston Rockets,92,Box Score,,13975,
2000-12-27,8:00 pm,Indiana Pacers,79,Miami Heat,91,Box Score,,16500,
2000-12-27,7:00 pm,New York Knicks,89,Washington Wizards,82,Box Score,,20674,
2000-12-28,8:30 pm,San Antonio Spurs,104,Chicago Bulls,105,Box Score,,21793,
2000-12-28,7:30 pm,Milwaukee Bucks,107,Cleveland Cavaliers,89,Box Score,,18225,
2000-12-28,8:00 pm,Los Angeles Clippers,96,Dallas Mavericks,105,Box Score,,14260,
2000-12-28,9:00 pm,Toronto Raptors,94,Denver Nuggets,93,Box Score,,17700,
2000-12-28,8:00 pm,Atlanta Hawks,81,Minnesota Timberwolves,88,Box Score,,16801,
2000-12-28,7:30 pm,Boston Celtics,112,New Jersey Nets,111,Box Score,,13207,
2000-12-28,7:30 pm,Detroit Pistons,96,Orlando Magic,102,Box Score,,16018,
2000-12-28,9:00 pm,Los Angeles Lakers,115,Phoenix Suns,78,Box Score,,19023,
2000-12-28,10:30 pm,Charlotte Hornets,87,Sacramento Kings,91,Box Score,,17317,
2000-12-28,8:00 pm,Portland Trail Blazers,103,Utah Jazz,102,Box Score,OT,19911,
2000-12-29,7:30 pm,Cleveland Cavaliers,97,Atlanta Hawks,85,Box Score,,11686,
2000-12-29,10:30 pm,Utah Jazz,89,Golden State Warriors,100,Box Score,,16478,
2000-12-29,7:30 pm,Washington Wizards,91,Miami Heat,98,Box Score,,16025,
2000-12-29,7:30 pm,Chicago Bulls,68,New York Knicks,95,Box Score,,19763,
2000-12-29,10:00 pm,Vancouver Grizzlies,81,Portland Trail Blazers,104,Box Score,,20309,
2000-12-30,1:00 pm,Orlando Magic,95,Boston Celtics,90,Box Score,,16633,
2000-12-30,3:00 pm,Houston Rockets,114,Dallas Mavericks,99,Box Score,,18187,
2000-12-30,10:00 pm,Milwaukee Bucks,113,Denver Nuggets,120,Box Score,,15330,
2000-12-30,7:30 pm,Miami Heat,110,Detroit Pistons,102,Box Score,OT,15789,
2000-12-30,7:30 pm,San Antonio Spurs,89,Indiana Pacers,77,Box Score,,18345,
2000-12-30,10:30 pm,Los Angeles Lakers,116,Los Angeles Clippers,114,Box Score,OT,20327,
2000-12-30,7:30 pm,New York Knicks,88,Minnesota Timberwolves,79,Box Score,,18322,
2000-12-30,9:00 pm,Toronto Raptors,103,Phoenix Suns,109,Box Score,,19023,
2000-12-30,7:30 pm,Philadelphia 76ers,107,Sacramento Kings,104,Box Score,OT,17317,
2000-12-30,3:30 pm,Charlotte Hornets,102,Seattle SuperSonics,104,Box Score,,15832,
2000-12-30,10:00 pm,Golden State Warriors,102,Vancouver Grizzlies,101,Box Score,,14485,
2000-12-31,2:00 pm,New Jersey Nets,77,Chicago Bulls,86,Box Score,,20362,
2000-12-31,8:00 pm,Detroit Pistons,96,Washington Wizards,110,Box Score,,13132,
2001-01-01,3:30 pm,Houston Rockets,96,Minnesota Timberwolves,106,Box Score,,14779,
2001-01-01,10:00 pm,Charlotte Hornets,67,Portland Trail Blazers,89,Box Score,,19980,
2001-01-02,7:30 pm,Boston Celtics,81,Atlanta Hawks,92,Box Score,,11194,
2001-01-02,8:30 pm,Milwaukee Bucks,104,Chicago Bulls,70,Box Score,,20569,
2001-01-02,7:30 pm,Houston Rockets,100,Cleveland Cavaliers,95,Box Score,,14032,
2001-01-02,10:30 pm,Toronto Raptors,97,Los Angeles Clippers,110,Box Score,,18037,
2001-01-02,7:30 pm,New Jersey Nets,120,Orlando Magic,110,Box Score,,14442,
2001-01-02,10:30 pm,Phoenix Suns,117,Sacramento Kings,121,Box Score,OT,17317,
2001-01-02,8:30 pm,Miami Heat,72,San Antonio Spurs,80,Box Score,,18412,
2001-01-02,10:00 pm,Indiana Pacers,91,Seattle SuperSonics,83,Box Score,,17072,
2001-01-02,7:00 pm,Minnesota Timberwolves,108,Washington Wizards,115,Box Score,,11712,
2001-01-03,7:00 pm,New York Knicks,100,Boston Celtics,91,Box Score,,15715,
2001-01-03,8:00 pm,Detroit Pistons,107,Dallas Mavericks,104,Box Score,,12789,
2001-01-03,10:30 pm,Denver Nuggets,111,Golden State Warriors,100,Box Score,,12163,
2001-01-03,10:30 pm,Utah Jazz,71,Los Angeles Lakers,82,Box Score,,18997,
2001-01-03,8:00 pm,Cleveland Cavaliers,83,Milwaukee Bucks,88,Box Score,,13817,
2001-01-03,7:00 pm,Atlanta Hawks,80,Philadelphia 76ers,98,Box Score,,17643,
2001-01-03,9:00 pm,Los Angeles Clippers,85,Phoenix Suns,90,Box Score,,16592,
2001-01-03,10:00 pm,Indiana Pacers,86,Portland Trail Blazers,102,Box Score,,20011,
2001-01-03,10:00 pm,Charlotte Hornets,89,Vancouver Grizzlies,99,Box Score,,11873,
2001-01-04,8:30 pm,Washington Wizards,96,Chicago Bulls,98,Box Score,,21488,
2001-01-04,8:30 pm,Detroit Pistons,97,Houston Rockets,107,Box Score,,11646,
2001-01-04,7:30 pm,New Jersey Nets,78,Miami Heat,81,Box Score,,16013,
2001-01-04,8:00 pm,Seattle SuperSonics,92,Minnesota Timberwolves,105,Box Score,,16045,
2001-01-04,8:00 pm,Orlando Magic,92,New York Knicks,95,Box Score,OT,19763,
2001-01-05,7:30 pm,Golden State Warriors,100,Boston Celtics,88,Box Score,,12699,
2001-01-05,9:00 pm,Utah Jazz,87,Denver Nuggets,100,Box Score,,15205,
2001-01-05,10:30 pm,Charlotte Hornets,86,Los Angeles Clippers,73,Box Score,,12484,
2001-01-05,7:00 pm,Seattle SuperSonics,89,Philadelphia 76ers,121,Box Score,,20240,
2001-01-05,9:00 pm,Vancouver Grizzlies,76,Phoenix Suns,108,Box Score,,18359,
2001-01-05,10:00 pm,Milwaukee Bucks,115,Portland Trail Blazers,119,Box Score,,20580,
2001-01-05,10:30 pm,Indiana Pacers,93,Sacramento Kings,91,Box Score,OT,17317,
2001-01-05,7:00 pm,Dallas Mavericks,115,Toronto Raptors,105,Box Score,,19800,
2001-01-06,7:30 pm,Orlando Magic,82,Atlanta Hawks,83,Box Score,,13542,
2001-01-06,7:30 pm,Philadelphia 76ers,107,Cleveland Cavaliers,103,Box Score,,20562,
2001-01-06,8:30 pm,Utah Jazz,99,Houston Rockets,97,Box Score,,13821,
2001-01-06,7:30 pm,Boston Celtics,86,Miami Heat,112,Box Score,,16122,
2001-01-06,7:30 pm,Golden State Warriors,92,New Jersey Nets,97,Box Score,,11789,
2001-01-06,8:30 pm,Detroit Pistons,101,San Antonio Spurs,108,Box Score,,20333,
2001-01-06,7:00 pm,Dallas Mavericks,103,Washington Wizards,85,Box Score,,12741,
2001-01-07,9:00 pm,Charlotte Hornets,87,Denver Nuggets,94,Box Score,,13111,
2001-01-07,9:30 pm,Los Angeles Clippers,118,Los Angeles Lakers,95,Box Score,,18997,
2001-01-07,7:30 pm,Washington Wizards,87,New York Knicks,103,Box Score,,19763,
2001-01-07,8:00 pm,Minnesota Timberwolves,108,Phoenix Suns,88,Box Score,,17531,
2001-01-07,1:00 pm,Seattle SuperSonics,92,Toronto Raptors,94,Box Score,,19800,
2001-01-07,3:30 pm,Milwaukee Bucks,117,Vancouver Grizzlies,120,Box Score,,11771,
2001-01-08,7:00 pm,Portland Trail Blazers,98,Boston Celtics,90,Box Score,,14561,
2001-01-08,8:30 pm,Dallas Mavericks,104,Chicago Bulls,91,Box Score,,21344,
2001-01-08,7:30 pm,New Jersey Nets,90,Cleveland Cavaliers,92,Box Score,,12332,
2001-01-08,10:30 pm,Indiana Pacers,85,Los Angeles Clippers,82,Box Score,,11964,
2001-01-08,7:30 pm,Golden State Warriors,78,Miami Heat,88,Box Score,,15725,
2001-01-08,10:30 pm,Minnesota Timberwolves,97,Sacramento Kings,100,Box Score,,17317,
2001-01-09,7:30 pm,Seattle SuperSonics,95,Atlanta Hawks,86,Box Score,,10477,
2001-01-09,7:00 pm,Chicago Bulls,95,Charlotte Hornets,102,Box Score,3OT,17439,
2001-01-09,8:00 pm,Washington Wizards,95,Milwaukee Bucks,99,Box Score,,13397,
2001-01-09,7:30 pm,Philadelphia 76ers,104,New Jersey Nets,87,Box Score,,13340,
2001-01-09,8:00 pm,San Antonio Spurs,112,Orlando Magic,95,Box Score,,14320,
2001-01-09,7:00 pm,Houston Rockets,110,Toronto Raptors,91,Box Score,,19106,
2001-01-09,9:00 pm,Indiana Pacers,99,Utah Jazz,103,Box Score,,19230,
2001-01-09,10:00 pm,Denver Nuggets,112,Vancouver Grizzlies,105,Box Score,,12417,
2001-01-10,7:00 pm,Miami Heat,76,Boston Celtics,88,Box Score,,12758,
2001-01-10,7:30 pm,Toronto Raptors,110,Detroit Pistons,85,Box Score,,17249,
2001-01-10,10:30 pm,Denver Nuggets,86,Los Angeles Clippers,92,Box Score,,11251,
2001-01-10,8:00 pm,Dallas Mavericks,106,Minnesota Timberwolves,86,Box Score,,16274,
2001-01-10,8:00 pm,Portland Trail Blazers,93,Philadelphia 76ers,75,Box Score,,20645,
2001-01-10,10:30 pm,Cleveland Cavaliers,103,Sacramento Kings,108,Box Score,,17317,
2001-01-10,7:00 pm,Seattle SuperSonics,104,Washington Wizards,101,Box Score,,11591,
2001-01-11,7:30 pm,Golden State Warriors,96,Atlanta Hawks,107,Box Score,,13600,
2001-01-11,7:30 pm,Portland Trail Blazers,83,Charlotte Hornets,70,Box Score,,16928,
2001-01-11,8:00 pm,Dallas Mavericks,94,Milwaukee Bucks,102,Box Score,,15675,
2001-01-11,7:30 pm,Orlando Magic,101,New Jersey Nets,87,Box Score,,11361,
2001-01-11,7:30 pm,Houston Rockets,76,New York Knicks,75,Box Score,,19763,
2001-01-11,8:00 pm,Indiana Pacers,85,Phoenix Suns,93,Box Score,,17714,
2001-01-12,7:30 pm,Toronto Raptors,93,Boston Celtics,72,Box Score,,17775,
2001-01-12,8:30 pm,Charlotte Hornets,86,Chicago Bulls,85,Box Score,,21112,
2001-01-12,9:00 pm,Sacramento Kings,93,Denver Nuggets,106,Box Score,,17512,
2001-01-12,8:00 pm,San Antonio Spurs,111,Detroit Pistons,90,Box Score,,14576,
2001-01-12,10:30 pm,Cleveland Cavaliers,98,Los Angeles Lakers,101,Box Score,,18997,
2001-01-12,8:00 pm,Los Angeles Clippers,89,Minnesota Timberwolves,95,Box Score,,16837,
2001-01-12,10:00 pm,Vancouver Grizzlies,102,Seattle SuperSonics,115,Box Score,,13196,
2001-01-12,7:00 pm,Philadelphia 76ers,86,Washington Wizards,82,Box Score,,20674,
2001-01-13,8:00 pm,Los Angeles Clippers,88,Atlanta Hawks,108,Box Score,,19445,
2001-01-13,5:30 pm,Phoenix Suns,103,Dallas Mavericks,86,Box Score,,18187,
2001-01-13,8:30 pm,Sacramento Kings,84,Houston Rockets,81,Box Score,,14552,
2001-01-13,8:00 pm,Miami Heat,71,Indiana Pacers,87,Box Score,,18345,
2001-01-13,8:30 pm,New Jersey Nets,81,Milwaukee Bucks,115,Box Score,,18717,
2001-01-13,5:30 pm,Portland Trail Blazers,78,New York Knicks,91,Box Score,,19763,
2001-01-13,8:00 pm,Golden State Warriors,94,Orlando Magic,111,Box Score,,14046,
2001-01-13,8:00 pm,San Antonio Spurs,83,Philadelphia 76ers,100,Box Score,,20607,
2001-01-13,9:00 pm,Los Angeles Lakers,103,Utah Jazz,111,Box Score,,19911,
2001-01-13,10:00 pm,Cleveland Cavaliers,107,Vancouver Grizzlies,119,Box Score,,12540,
2001-01-14,7:00 pm,Portland Trail Blazers,103,Detroit Pistons,96,Box Score,,16798,
2001-01-14,7:30 pm,Chicago Bulls,81,Miami Heat,90,Box Score,,16014,
2001-01-14,8:00 pm,Seattle SuperSonics,106,Phoenix Suns,87,Box Score,,18631,
2001-01-14,5:30 pm,Charlotte Hornets,99,Toronto Raptors,107,Box Score,,19800,
2001-01-15,2:30 pm,New Jersey Nets,84,Atlanta Hawks,78,Box Score,,12687,
2001-01-15,3:00 pm,Sacramento Kings,116,Dallas Mavericks,105,Box Score,,18187,
2001-01-15,9:00 pm,Seattle SuperSonics,111,Denver Nuggets,122,Box Score,,13247,
2001-01-15,4:00 pm,Cleveland Cavaliers,107,Golden State Warriors,101,Box Score,,15289,
2001-01-15,7:00 pm,Los Angeles Clippers,74,Indiana Pacers,89,Box Score,,17497,
2001-01-15,8:00 pm,Vancouver Grizzlies,112,Los Angeles Lakers,113,Box Score,OT,18318,
2001-01-15,3:30 pm,Boston Celtics,107,Minnesota Timberwolves,102,Box Score,,17228,
2001-01-15,1:00 pm,San Antonio Spurs,82,New York Knicks,104,Box Score,,19763,
2001-01-15,7:30 pm,Chicago Bulls,104,Orlando Magic,113,Box Score,,14261,
2001-01-15,2:00 pm,Charlotte Hornets,79,Philadelphia 76ers,84,Box Score,,20188,
2001-01-15,9:00 pm,Houston Rockets,104,Utah Jazz,116,Box Score,OT,19911,
2001-01-15,1:00 pm,Milwaukee Bucks,101,Washington Wizards,95,Box Score,,15633,
2001-01-16,8:00 pm,Toronto Raptors,99,Houston Rockets,114,Box Score,,13195,
2001-01-16,7:30 pm,Detroit Pistons,85,Miami Heat,93,Box Score,,16011,
2001-01-16,8:00 pm,Los Angeles Clippers,91,Milwaukee Bucks,112,Box Score,,15267,
2001-01-16,10:00 pm,Cleveland Cavaliers,83,Portland Trail Blazers,103,Box Score,,19980,
2001-01-17,7:30 pm,Dallas Mavericks,91,Charlotte Hornets,90,Box Score,,14134,
2001-01-17,9:00 pm,Vancouver Grizzlies,97,Denver Nuggets,121,Box Score,,12117,
2001-01-17,7:30 pm,Washington Wizards,89,New Jersey Nets,108,Box Score,,10075,
2001-01-17,7:00 pm,Chicago Bulls,88,Philadelphia 76ers,99,Box Score,,18674,
2001-01-17,10:30 pm,Boston Celtics,106,Sacramento Kings,111,Box Score,,17317,
2001-01-17,8:30 pm,Toronto Raptors,98,San Antonio Spurs,91,Box Score,,17044,
2001-01-17,10:30 pm,Phoenix Suns,89,Seattle SuperSonics,80,Box Score,,17072,
2001-01-17,8:00 pm,Minnesota Timberwolves,89,Utah Jazz,81,Box Score,,18590,
2001-01-18,8:30 pm,Detroit Pistons,116,Chicago Bulls,110,Box Score,,22092,
2001-01-18,8:00 pm,Orlando Magic,106,Dallas Mavericks,115,Box Score,OT,13355,
2001-01-18,10:30 pm,Houston Rockets,112,Golden State Warriors,104,Box Score,,12087,
2001-01-18,7:00 pm,Atlanta Hawks,76,Indiana Pacers,84,Box Score,,17411,
2001-01-18,10:30 pm,Boston Celtics,82,Los Angeles Clippers,79,Box Score,,12019,
2001-01-18,8:00 pm,Miami Heat,74,Portland Trail Blazers,85,Box Score,,20267,
2001-01-19,7:30 pm,Milwaukee Bucks,105,Charlotte Hornets,98,Box Score,,16436,
2001-01-19,9:00 pm,Cleveland Cavaliers,88,Denver Nuggets,91,Box Score,,17058,
2001-01-19,8:00 pm,New York Knicks,97,Detroit Pistons,91,Box Score,,16728,
2001-01-19,10:30 pm,Houston Rockets,101,Los Angeles Lakers,114,Box Score,,18997,
2001-01-19,7:00 pm,New Jersey Nets,86,Philadelphia 76ers,97,Box Score,,20249,
2001-01-19,9:00 pm,Golden State Warriors,103,Phoenix Suns,95,Box Score,,17438,
2001-01-19,10:00 pm,Minnesota Timberwolves,98,Seattle SuperSonics,93,Box Score,,15515,
2001-01-19,7:00 pm,Washington Wizards,79,Toronto Raptors,101,Box Score,,19800,
2001-01-19,10:00 pm,Miami Heat,97,Vancouver Grizzlies,86,Box Score,,14281,
2001-01-20,8:00 pm,Denver Nuggets,79,Dallas Mavericks,97,Box Score,,18187,
2001-01-20,8:00 pm,Chicago Bulls,103,New Jersey Nets,123,Box Score,,13691,
2001-01-20,5:30 pm,Sacramento Kings,111,Portland Trail Blazers,101,Box Score,,20580,
